"Screen_Tech","Avg_mode_power","Star Rating Index","Screen Size (in inches)"
"LCD",101.98,3.7951848555621974,49.6503937007874
"LCD",102,4.570491731771872,54.492913385826775
"LCD",102.36,3.74369813786958,49.31141732283465
"LCD",102.7,4.546877182237033,54.63897637795275
"LCD",104,5.885695095406638,64.4996062992126
"LCD",104.4,6.071536396448587,65.73661417322835
"LCD",105.8,4.025599758439423,57.42716535433071
"LCD",106.02,3.9810903951176293,54.73307086614173
"LCD",107.4,6.37351524694427,69.5244094488189
"LCD",108.1,6.090373500678537,74.49566929133857
"LCD",108.294,6.367605973033433,69.50196850393701
"LCD",109.33,5.236011627970378,64.52637795275591
"LCD",110.12,4.247706889147649,54.64488188976378
"LCD",110.15,6.114926249682608,69.50078740157481
"LCD",110.3,5.030432129486525,60.10354330708662
"LCD",110.72,3.404361801540006,49.49803149606299
"LCD",111.438,5.605759980143996,64.5259842519685
"LCD",112.52,3.3387788732758996,49.49803149606299
"LCD",113,4.123905176605657,54.61062992125985
"LCD",113.136,5.089853889610663,64.51456692913385
"LCD",114.8,5.053020882854866,64.4996062992126
"LCD",115.1,4.053423000980519,54.63897637795275
"LCD",115.9,4.0111451391386845,54.63897637795275
"LCD",118.54,6.111683070634075,74.52992125984252
"LCD",121.7,5.1556252552474255,64.52637795275591
"LCD",122.59,5.155671251474673,64.5259842519685
"LCD",124.968,4.5493455240483325,64.2251968503937
"LCD",126,6.0213337487811565,74.44881889763779
"LCD",126.1,5.028042775750691,64.5259842519685
"LCD",126.52,3.627166105201241,54.64488188976378
"LCD",128.08,5.109134253503442,69.50590551181102
"LCD",128.74,3.5282836321416333,54.718110236220475
"LCD",130.03,4.897938042835031,64.50393700787401
"LCD",132.4,4.778103074039818,64.55314960629921
"LCD",133.54,6.002391582031314,74.54330708661418
"LCD",137.7,4.638914904128455,64.5259842519685
"LCD",140.1,5.182435338522252,69.51338582677165
"LCD",143.934,4.223907358866596,64.5259842519685
"LCD",145.2,5.055950764254519,69.50314960629922
"LCD",147.21,4.339714643878866,64.51889763779526
"LCD",148.05,4.323802247529118,64.56811023622046
"LCD",151.23,3.5912491629830012,64.5259842519685
"LCD",153.11,4.819594333692885,69.5035433070866
"LCD",154.23,5.035437844893429,74.54330708661418
"LCD",156,4.076463412951497,64.4996062992126
"LCD",159,6.1069319216521025,84.56023622047243
"LCD",159.1,6.1810066679482025,84.56023622047243
"LCD",161.454,4.578557884086625,69.5035433070866
"LCD",161.64,5.151965446941944,74.51732283464567
"LCD",161.8,5.132377699998513,74.54251968503937
"LCD",162.1,5.094795270514794,74.54330708661418
"LCD",168.23,3.7390014289433626,64.60669291338583
"LCD",169.97,6.068349670732032,85.60039370078741
"LCD",170.6,5.652614374321411,81.58149606299213
"LCD",170.9,5.679405703901,81.56889763779527
"LCD",173,3.5643430809874426,64.51889763779526
"LCD",182,4.618566592645355,74.52992125984252
"LCD",184.3,3.8723248944018116,69.50590551181102
"LCD",188.97,4.452167843042404,74.51417322834645
"LCD",191.4,4.033579729089,74.45708661417324
"LCD",193.8,5.052451260960333,81.56889763779527
"LCD",198,3.0007306870974766,64.42677165354331
"LCD",198.7,4.001516742092548,74.42283464566928
"LCD",201.99,2.5060879601601536,64.51889763779526
"LCD",204.81,3.742547514126096,74.52992125984252
"LCD",206,4.015959057823576,74.52992125984252
"LCD",214.416,6.004257528110983,97.51771653543307
"LCD",219,3.7494618775851736,74.53582677165355
"LCD",221,4.792068114441976,84.56023622047243
"LCD",221.6,3.7098681994864435,74.18267716535433
"LCD",227.32,3.6298065505640733,74.54330708661418
"LCD",232.36,3.5201970258672066,74.63740157480315
"LCD",234.49,2.2600521183951523,64.5488188976378
"LCD",257.2,3.9823192599593313,84.56023622047243
"LCD",306.3,3.1881826824802952,84.56023622047243
"LCD (LED)",14.61,5.138385828243317,18.509055118110236
"LCD (LED)",14.7,4.692023881003697,15.546062992125984
"LCD (LED)",14.83,6.148231374847027,23.807086614173226
"LCD (LED)",15.1,4.534764934443967,15.546062992125984
"LCD (LED)",15.1,6.143886819769821,23.53307086614173
"LCD (LED)",15.1,6.571011776968867,23.53307086614173
"LCD (LED)",15.12,5.065515602883841,18.509055118110236
"LCD (LED)",15.3,5.364387670240893,18.509055118110236
"LCD (LED)",15.38,6.651375912212433,23.553937007874016
"LCD (LED)",15.8694,5.065515602883841,18.509055118110236
"LCD (LED)",15.87,8.51651414520261,31.512992125984255
"LCD (LED)",16.07,6.014805925255865,23.55275590551181
"LCD (LED)",16.1448,5.065515602883841,18.509055118110236
"LCD (LED)",16.1569,5.185512454710998,18.42007874015748
"LCD (LED)",16.1569,5.356171502503779,19.020866141732284
"LCD (LED)",16.17,5.063138326718788,23.53307086614173
"LCD (LED)",16.2,6.076495773620495,23.53307086614173
"LCD (LED)",16.3,5.880197819230076,23.53307086614173
"LCD (LED)",16.33,5.583285571635198,23.806692913385827
"LCD (LED)",16.5,5.880197819230076,23.53307086614173
"LCD (LED)",16.9,5.9446797967165725,23.53307086614173
"LCD (LED)",17.0946,5.884900594348791,23.55275590551181
"LCD (LED)",17.14,6.284042377750066,23.807086614173226
"LCD (LED)",17.1498,5.884900594348791,23.55275590551181
"LCD (LED)",17.38,6.206406424105242,23.498818897637793
"LCD (LED)",17.48,5.951933420456607,23.807086614173226
"LCD (LED)",17.74,4.716688671366295,18.501968503937007
"LCD (LED)",17.74,5.884900594348791,23.55275590551181
"LCD (LED)",17.8,5.406335965700415,21.450787401574804
"LCD (LED)",17.8,6.081540150720054,23.553937007874016
"LCD (LED)",18,6.01010315013715,23.53307086614173
"LCD (LED)",18,6.010103150137152,23.53307086614173
"LCD (LED)",18.4,5.067844048828729,23.55275590551181
"LCD (LED)",18.47,4.212460574539415,18.509055118110236
"LCD (LED)",18.49,4.212460574539415,18.509055118110236
"LCD (LED)",18.64,4.981140909861917,21.53031496062992
"LCD (LED)",18.72,5.173357206775349,23.541732283464565
"LCD (LED)",19.6,4.757909454846906,23.546850393700787
"LCD (LED)",19.64,5.702901571552478,23.807086614173226
"LCD (LED)",19.8,5.171129579153095,23.53307086614173
"LCD (LED)",20.12,5.053262883445185,23.659448818897637
"LCD (LED)",20.19,5.51631224604639,23.55275590551181
"LCD (LED)",20.24,5.511654351347501,23.53307086614173
"LCD (LED)",20.3,5.399112734703527,23.54724409448819
"LCD (LED)",20.64,4.864733842526665,21.53031496062992
"LCD (LED)",20.65,4.633833278690188,23.605905511811024
"LCD (LED)",20.77,5.4577307567299185,23.55275590551181
"LCD (LED)",20.9,5.400291661111806,23.553937007874016
"LCD (LED)",21,5.409893958839594,23.807086614173226
"LCD (LED)",21.5,5.0615060192076395,23.888976377952755
"LCD (LED)",21.9,5.014808872247091,23.55275590551181
"LCD (LED)",22,5.171129579153095,23.53307086614173
"LCD (LED)",22.2,5.121511445327967,23.55275590551181
"LCD (LED)",22.3,5.121853047308811,23.553937007874016
"LCD (LED)",22.8,6.552094678514144,31.511811023622048
"LCD (LED)",22.9,6.04521473860549,31.48307086614173
"LCD (LED)",23.298,6.455960914384086,31.517322834645668
"LCD (LED)",23.3,5.562157521398698,31.512992125984255
"LCD (LED)",23.98,4.516360257282469,23.5496062992126
"LCD (LED)",24,6.6994546526913235,31.512992125984255
"LCD (LED)",24.01,4.798447235076666,23.708661417322833
"LCD (LED)",24.1,6.266019008845879,31.48307086614173
"LCD (LED)",24.17,6.363284451982482,31.511417322834646
"LCD (LED)",24.2,4.566598076666048,23.727952755905513
"LCD (LED)",24.3,6.020492681744969,31.521653543307085
"LCD (LED)",24.37,4.748928276892544,23.708661417322833
"LCD (LED)",24.6,5.537230124415072,27.00748031496063
"LCD (LED)",24.61,5.799687998815937,31.511417322834646
"LCD (LED)",24.687,5.051045905816841,31.511417322834646
"LCD (LED)",24.687,5.799685441574415,31.511417322834646
"LCD (LED)",24.81,4.076493871316421,21.53031496062992
"LCD (LED)",24.84,5.798969155812304,31.517322834645668
"LCD (LED)",24.9,5.964966655906721,31.517322834645668
"LCD (LED)",25,4.066544909449641,23.548818897637794
"LCD (LED)",25.03,4.515611521736828,23.546850393700787
"LCD (LED)",25.08,6.051048463058365,31.511417322834646
"LCD (LED)",25.32,5.640097227069957,31.512992125984255
"LCD (LED)",25.32,6.051110422730285,31.511811023622048
"LCD (LED)",25.5,6.316630932016583,31.517322834645668
"LCD (LED)",25.5,6.457156719581245,31.512992125984255
"LCD (LED)",25.58,4.536463658690008,23.807086614173226
"LCD (LED)",25.7,6.007444889755374,31.517322834645668
"LCD (LED)",25.78,6.18222134315158,31.511417322834646
"LCD (LED)",25.8,5.793854274363063,31.48307086614173
"LCD (LED)",25.83,3.9263981940022497,23.807086614173226
"LCD (LED)",25.84,4.5038244549102,24.38110236220472
"LCD (LED)",25.92,5.799687998815937,31.511417322834646
"LCD (LED)",25.93,6.051110422730285,31.511811023622048
"LCD (LED)",26,5.050329620054731,31.517322834645668
"LCD (LED)",26,6.271133890295119,31.517322834645668
"LCD (LED)",26.3,4.063138326718788,23.53307086614173
"LCD (LED)",26.3,6.007444889755374,31.517322834645668
"LCD (LED)",26.4498,5.799685441574415,31.511417322834646
"LCD (LED)",26.67,4.353523151201296,23.807086614173226
"LCD (LED)",27,5.793854274363063,31.48307086614173
"LCD (LED)",27,6.19127811085949,31.54763779527559
"LCD (LED)",27.036,6.138069063666082,31.511417322834646
"LCD (LED)",27.036,6.138546025859608,31.512992125984255
"LCD (LED)",27.1,3.865135195667775,23.55236220472441
"LCD (LED)",27.1,6.182698305345105,31.512992125984255
"LCD (LED)",27.2,5.5997621327590545,31.517322834645668
"LCD (LED)",27.2,6.182698305345105,31.512992125984255
"LCD (LED)",27.25,4.134136224746854,21.992125984251967
"LCD (LED)",27.42,6.138131023338002,31.511811023622048
"LCD (LED)",27.7,5.555846834752298,31.48307086614173
"LCD (LED)",27.83,5.649131399343135,31.548425196850392
"LCD (LED)",28,5.570054909528788,31.536614173228344
"LCD (LED)",28,6.04521473860549,31.48307086614173
"LCD (LED)",28.2,7.033409441022956,39.624015748031496
"LCD (LED)",28.3,4.025976491245213,23.551968503937008
"LCD (LED)",28.33,5.409034620500062,31.517322834645668
"LCD (LED)",28.58,4.050316322792688,23.807086614173226
"LCD (LED)",28.6,5.56096171620154,31.517322834645668
"LCD (LED)",28.86,4.558689968087691,31.493700787401576
"LCD (LED)",28.86,5.048057871940883,31.493700787401576
"LCD (LED)",29.05,4.024438873622773,23.83543307086614
"LCD (LED)",29.07,7.018348467224255,39.5007874015748
"LCD (LED)",29.15,5.800164961009463,31.512992125984255
"LCD (LED)",29.2,5.83989565137754,31.517322834645668
"LCD (LED)",29.55,5.226823770764761,31.511417322834646
"LCD (LED)",29.57,5.600491790512466,31.511417322834646
"LCD (LED)",29.7,5.561680559205171,31.511417322834646
"LCD (LED)",29.8,5.5612478205424445,31.511023622047244
"LCD (LED)",30,5.0234767231711315,31.296850393700787
"LCD (LED)",30,5.71310578131203,31.48307086614173
"LCD (LED)",30.294,5.447255105927289,31.511417322834646
"LCD (LED)",31,5.0167187257265855,31.511417322834646
"LCD (LED)",31,5.555846834752298,31.48307086614173
"LCD (LED)",31.1544,5.335678717207596,31.511417322834646
"LCD (LED)",31.2,5.561680559205171,31.511417322834646
"LCD (LED)",31.27,6.527728250552346,39.5007874015748
"LCD (LED)",31.4,5.494129989355613,31.54763779527559
"LCD (LED)",31.51,5.016627757095919,31.511417322834646
"LCD (LED)",31.626,5.2268129560149825,31.511417322834646
"LCD (LED)",31.78,5.48435437864407,31.517322834645668
"LCD (LED)",31.8,5.051525425251889,31.512992125984255
"LCD (LED)",31.84,5.016703576803088,31.507480314960628
"LCD (LED)",32,6.206601394692058,38.346850393700784
"LCD (LED)",32.03,5.446310913555563,31.507480314960628
"LCD (LED)",32.12,6.238504023558243,39.5007874015748
"LCD (LED)",32.247,6.836914292813554,39.5007874015748
"LCD (LED)",32.5,5.025764678684717,31.54763779527559
"LCD (LED)",32.8,6.332388205338999,39.499212598425196
"LCD (LED)",32.9,6.527703623593875,39.5007874015748
"LCD (LED)",33,5.299572454875552,31.512992125984255
"LCD (LED)",33.3,5.26280849184812,31.511417322834646
"LCD (LED)",33.5,5.226810398773459,31.511417322834646
"LCD (LED)",33.52,5.226778437929547,31.50944881889764
"LCD (LED)",33.62,7.067250024200782,42.5015748031496
"LCD (LED)",34,5.154958966766685,31.517322834645668
"LCD (LED)",34,5.185270515794846,31.48307086614173
"LCD (LED)",34.4,4.379032283719447,31.507480314960628
"LCD (LED)",34.4,4.687520104711786,31.512992125984255
"LCD (LED)",34.52,6.025786528657009,39.5007874015748
"LCD (LED)",34.7,4.981909663301017,31.517322834645668
"LCD (LED)",34.7106,6.025786528657009,39.5007874015748
"LCD (LED)",34.8,5.0167187257265855,31.511417322834646
"LCD (LED)",35,5.0108741865239335,31.48307086614173
"LCD (LED)",35,6.01894107318675,39.50551181102362
"LCD (LED)",35.1,6.235220811119447,39.49015748031496
"LCD (LED)",35.18,6.528056286326917,39.5011811023622
"LCD (LED)",35.2,4.570732207347719,31.55393700787402
"LCD (LED)",35.3,4.409753463503695,31.511417322834646
"LCD (LED)",35.3,5.0167187257265855,31.511417322834646
"LCD (LED)",35.3,5.0984772005101,31.741338582677166
"LCD (LED)",35.47,4.530161456694669,31.517322834645668
"LCD (LED)",35.598,6.8508337816881255,42.56850393700787
"LCD (LED)",35.6,4.707985055307133,31.448818897637793
"LCD (LED)",35.6,5.235220811119446,39.49015748031496
"LCD (LED)",35.8,4.561680559205172,31.511417322834646
"LCD (LED)",35.8,4.948803749896118,31.511417322834646
"LCD (LED)",35.88,6.543063790707123,42.5011811023622
"LCD (LED)",35.89,4.128565212345073,31.42952755905512
"LCD (LED)",35.9,6.022503316218213,39.49015748031496
"LCD (LED)",35.97,7.035028893387631,42.50236220472441
"LCD (LED)",36,4.91366815087741,31.499212598425196
"LCD (LED)",36,7.168839664326816,42.514566929133856
"LCD (LED)",36.27,6.409737527786951,39.65433070866141
"LCD (LED)",36.4,7.087207125920074,43.02165354330709
"LCD (LED)",36.5,6.112434496987815,39.49015748031496
"LCD (LED)",36.7,6.370326753102434,42.5
"LCD (LED)",36.8,6.112434496987815,39.49015748031496
"LCD (LED)",36.88,4.718950320514683,31.511417322834646
"LCD (LED)",36.9,4.56169137395495,31.511417322834646
"LCD (LED)",36.91,6.025761901698537,39.5007874015748
"LCD (LED)",36.95,4.783418926009876,31.511417322834646
"LCD (LED)",37.1,4.570737326913083,31.54763779527559
"LCD (LED)",37.86,4.3445623134294555,31.48307086614173
"LCD (LED)",38,6.512606008440962,42.5
"LCD (LED)",38.3,6.153128193373064,41.4755905511811
"LCD (LED)",38.4,6.287078165081274,42.5
"LCD (LED)",38.46,4.54903877620938,31.80472440944882
"LCD (LED)",38.6,4.555846834752298,31.48307086614173
"LCD (LED)",38.6,5.996206090448164,39.5007874015748
"LCD (LED)",38.85,6.080700583060862,42.56850393700787
"LCD (LED)",38.92,6.025786528657009,39.5007874015748
"LCD (LED)",38.946,6.238504023558243,39.5007874015748
"LCD (LED)",39,4.56011124992726,31.499212598425196
"LCD (LED)",39.24,4.7649139916034216,42.4988188976378
"LCD (LED)",39.33,4.570054909528788,31.536614173228344
"LCD (LED)",39.5,6.314656222068065,42.5
"LCD (LED)",39.8,6.027036614996438,41.48818897637795
"LCD (LED)",39.82,5.348241527796555,39.543700787401576
"LCD (LED)",40,6.082256469696936,39.49015748031496
"LCD (LED)",40,6.08225646969694,39.49015748031496
"LCD (LED)",40,6.11243449698781,39.49015748031496
"LCD (LED)",40,6.112434496987815,39.49015748031496
"LCD (LED)",40,6.116045745201182,39.5011811023622
"LCD (LED)",40,7.909487173175795,49.4988188976378
"LCD (LED)",40.45,4.943015385879585,31.9992125984252
"LCD (LED)",40.52,4.410230425697221,31.512992125984255
"LCD (LED)",40.7,5.823038132488297,39.5011811023622
"LCD (LED)",41.38,6.159156396551919,41.50196850393701
"LCD (LED)",41.5,5.908618544413956,39.5007874015748
"LCD (LED)",41.53,6.316078253768346,42.5011811023622
"LCD (LED)",41.6,5.574444892258945,39.5007874015748
"LCD (LED)",41.7,5.838314509763619,42.46574803149606
"LCD (LED)",41.8,6.098642353264821,42.5
"LCD (LED)",41.8,7.625034577249296,54.61062992125985
"LCD (LED)",41.94,6.100034656078596,42.4988188976378
"LCD (LED)",42,6.267310678822118,41.4755905511811
"LCD (LED)",42.65,5.628438558870485,39.5007874015748
"LCD (LED)",42.76,4.334385671321831,30.388188976377954
"LCD (LED)",42.804,6.0285904596598705,42.56850393700787
"LCD (LED)",42.9,6.098642353264821,42.5
"LCD (LED)",43,4.118959927231679,31.499212598425196
"LCD (LED)",43,6.12503142348359,41.4755905511811
"LCD (LED)",43,6.402228210570558,42.514566929133856
"LCD (LED)",43.1,6.814552720521219,49.463779527559055
"LCD (LED)",43.23,6.374499841331531,42.53425196850394
"LCD (LED)",43.25,4.046337416196342,31.54763779527559
"LCD (LED)",43.44,5.8462961751639,42.514566929133856
"LCD (LED)",43.6,5.708762340346765,39.50275590551181
"LCD (LED)",43.6,5.892563741667072,42.5
"LCD (LED)",43.8,5.842491487585249,42.5
"LCD (LED)",43.9,6.047319748585282,41.49881889763779
"LCD (LED)",44.2,5.6032243611452595,41.50196850393701
"LCD (LED)",44.91,5.019830173343795,39.5007874015748
"LCD (LED)",44.99,5.364749558330739,39.5007874015748
"LCD (LED)",45,7.398392383299008,49.4988188976378
"LCD (LED)",45.5,5.72115689900204,42.5011811023622
"LCD (LED)",45.5,6.1024470408434714,42.514566929133856
"LCD (LED)",45.69,6.100094078813243,42.5011811023622
"LCD (LED)",46.1,5.6001935544751715,42.5
"LCD (LED)",46.11,7.266401600734831,49.5003937007874
"LCD (LED)",46.13,5.62822263689357,40.00472440944882
"LCD (LED)",46.5216,5.164429277262144,39.5007874015748
"LCD (LED)",46.6632,5.8191153373425655,42.5011811023622
"LCD (LED)",46.8,5.016571587863471,39.49015748031496
"LCD (LED)",46.81,5.7943945611014085,42.5011811023622
"LCD (LED)",46.99,5.755151456846737,41.50196850393701
"LCD (LED)",47.1,5.370326753102435,42.5
"LCD (LED)",47.1,5.462285603807948,42.5011811023622
"LCD (LED)",47.2,4.513125542904489,33.92755905511811
"LCD (LED)",47.23,5.372920452520654,39.49370078740157
"LCD (LED)",47.23,5.51068390027356,42.514566929133856
"LCD (LED)",47.3,5.3693943713016585,39.50905511811023
"LCD (LED)",47.3,6.371851645208939,49.5003937007874
"LCD (LED)",47.37,7.01820175064728,48.49212598425197
"LCD (LED)",47.5,6.366036695892506,49.463779527559055
"LCD (LED)",47.72,5.678474523916174,41.50196850393701
"LCD (LED)",47.9,6.082627418214837,49.5003937007874
"LCD (LED)",48.2,5.376921175457228,42.53700787401575
"LCD (LED)",48.37,5.651473074096207,42.514566929133856
"LCD (LED)",48.42,5.288576277640065,39.5007874015748
"LCD (LED)",48.5,6.163161822916446,49.4988188976378
"LCD (LED)",48.76,4.811354439400725,39.5007874015748
"LCD (LED)",49,3.551549363131901,31.536614173228344
"LCD (LED)",49,5.796777216979777,42.514566929133856
"LCD (LED)",49,7.846982249207294,54.63897637795275
"LCD (LED)",49.14,5.506827258294353,42.5
"LCD (LED)",49.2,6.584685919148481,49.463779527559055
"LCD (LED)",49.28,5.197155959564035,39.49370078740157
"LCD (LED)",49.52,6.287554777320878,49.119685039370076
"LCD (LED)",49.6,6.371851645208939,49.5003937007874
"LCD (LED)",49.6,6.814552720521219,49.463779527559055
"LCD (LED)",49.7,8.358511625413506,64.4996062992126
"LCD (LED)",49.79,5.140007308823133,39.5007874015748
"LCD (LED)",49.9,5.74779946042879,42.514566929133856
"LCD (LED)",50,5.112434496987815,39.49015748031496
"LCD (LED)",50,5.136724096384335,39.49015748031496
"LCD (LED)",50.28,5.005233286368337,39.543700787401576
"LCD (LED)",50.3,6.49594202679958,49.463779527559055
"LCD (LED)",50.44,5.238511305570017,42.49685039370078
"LCD (LED)",50.6,6.371851645208939,49.5003937007874
"LCD (LED)",50.67,5.193622976866961,42.4507874015748
"LCD (LED)",50.73,5.38515551905164,42.53858267716535
"LCD (LED)",50.909,5.65085899801826,42.485039370078745
"LCD (LED)",51,5.016571587863471,39.49015748031496
"LCD (LED)",51.04,5.198431890000209,42.51417322834646
"LCD (LED)",51.12,5.070989554548221,42.51417322834646
"LCD (LED)",51.2,5.1492487763669255,39.97992125984252
"LCD (LED)",51.3,5.017948382607974,39.50275590551181
"LCD (LED)",51.44,4.926734502287409,42.514566929133856
"LCD (LED)",51.78,4.912410403406469,41.50196850393701
"LCD (LED)",51.8,5.026081958562645,42.49685039370078
